Group,Code,Name,Year,Antigen,Antigen_description,Coverage_category,Coverage_category_description,Target_number,Dodge,Coverage
Countries,CHN,China,2015,MCV2,Measles 2nd Dose,ADMINISTRATIVE,Administrative reports from health facilities,19067485.0,14265163,74.81
Countries,CHN,China,2015,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,19449876.0,17261198,88.75
Countries,CHN,China,2015,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,18942628.0,14843809,78.36
Countries,CHN,China,2015,BCG,Bacillus Calmette-Guérin (Tuberculosis),ADMINISTRATIVE,Administrative reports from health facilities,19417126.0,16879926,86.93
Countries,CHN,China,2015,HEPB3,Hepatitis B 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,19974510.0,18112458,90.68
Countries,CHN,China,2015,POL3,Polio 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,19753587.0,17130831,86.72
Countries,CHN,China,2015,ROTA,Rotavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,18827999.0,14933244,79.31
Countries,CHN,China,2015,IPV1,Inactivated Polio 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,18861868.0,14806729,78.5
Countries,CHN,China,2015,HPV,Human Papillomavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,19213867.0,14689845,76.45
Countries,CHN,China,2016,MCV1,Measles 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,19883953.0,18258609,91.83
Countries,CHN,China,2016,MCV2,Measles 2nd Dose,OFFICIAL,Official WHO/UNICEF estimate,19391520.0,14749011,76.06
Countries,CHN,China,2016,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,19227103.0,18435446,95.88
Countries,CHN,China,2016,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,19568333.0,13802841,70.54
Countries,CHN,China,2016,BCG,Bacillus Calmette-Guérin (Tuberculosis),OFFICIAL,Official WHO/UNICEF estimate,19444675.0,16972254,87.28
Countries,CHN,China,2016,HEPB3,Hepatitis B 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,19582857.0,15681782,80.08
Countries,CHN,China,2016,POL3,Polio 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,19361512.0,16120233,83.26
Countries,CHN,China,2016,ROTA,Rotavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,19897489.0,17088709,85.88
Countries,CHN,China,2016,IPV1,Inactivated Polio 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,19645161.0,17581128,89.49
Countries,CHN,China,2016,HPV,Human Papillomavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,19408382.0,14654701,75.51
Countries,CHN,China,2017,MCV1,Measles 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,19213863.0,17970086,93.53
Countries,CHN,China,2017,MCV2,Measles 2nd Dose,ADMINISTRATIVE,Administrative reports from health facilities,18913756.0,13891529,73.45
Countries,CHN,China,2017,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,20133398.0,18891082,93.83
Countries,CHN,China,2017,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,18968093.0,14919791,78.66
Countries,CHN,China,2017,BCG,Bacillus Calmette-Guérin (Tuberculosis),ADMINISTRATIVE,Administrative reports from health facilities,19422883.0,17863228,91.97
Countries,CHN,China,2017,HEPB3,Hepatitis B 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,20222750.0,17239218,85.25
Countries,CHN,China,2017,POL3,Polio 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,19833883.0,16120031,81.28
Countries,CHN,China,2017,ROTA,Rotavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,19596124.0,16395497,83.67
Countries,CHN,China,2017,IPV1,Inactivated Polio 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,19433101.0,15301747,78.74
Countries,CHN,China,2017,HPV,Human Papillomavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,19855641.0,14304077,72.04
Countries,CHN,China,2018,MCV1,Measles 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,19959199.0,18227746,91.33
Countries,CHN,China,2018,MCV2,Measles 2nd Dose,OFFICIAL,Official WHO/UNICEF estimate,19568276.0,14505632,74.13
Countries,CHN,China,2018,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,19653107.0,18527765,94.27
Countries,CHN,China,2018,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,20042652.0,15043430,75.06
Countries,CHN,China,2018,BCG,Bacillus Calmette-Guérin (Tuberculosis),OFFICIAL,Official WHO/UNICEF estimate,19577391.0,17267387,88.2
Countries,CHN,China,2018,HEPB3,Hepatitis B 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,19919531.0,16913416,84.91
Countries,CHN,China,2018,POL3,Polio 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,19219758.0,16183441,84.2
Countries,CHN,China,2018,ROTA,Rotavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,20195121.0,17593017,87.12
Countries,CHN,China,2018,IPV1,Inactivated Polio 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,,16299362,82.96
Countries,CHN,China,2018,HPV,Human Papillomavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,19763444.0,14468154,73.21
Countries,CHN,China,2019,MCV1,Measles 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,20482788.0,18148799,88.61
Countries,CHN,China,2019,MCV2,Measles 2nd Dose,ADMINISTRATIVE,Administrative reports from health facilities,19765254.0,15133712,76.57
Countries,CHN,China,2019,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,19643453.0,17771137,90.47
Countries,CHN,China,2019,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,19795709.0,15505708,78.33
Countries,CHN,China,2019,BCG,Bacillus Calmette-Guérin (Tuberculosis),ADMINISTRATIVE,Administrative reports from health facilities,19993083.0,18925528,94.66
Countries,CHN,China,2019,HEPB3,Hepatitis B 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,20165374.0,17659168,87.57
Countries,CHN,China,2019,POL3,Polio 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,19747120.0,17770128,90.0%
Countries,CHN,China,2019,ROTA,Rotavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,19723934.0,16408160,83.19
Countries,CHN,China,2019,IPV1,Inactivated Polio 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,19923014.0,15925049,79.93
Countries,CHN,China,2019,HPV,Human Papillomavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,19586023.0,15405566,78.66
Countries,CHN,China,2020,MCV1,Measles 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,20212648.0,16936304,83.79
Countries,CHN,China,2020,MCV2,Measles 2nd Dose,OFFICIAL,Official WHO/UNICEF estimate,19953396.0,14464168,72.49
Countries,CHN,China,2020,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,20156798.0,16324148,80.99
Countries,CHN,China,2020,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,20314076.0,15058190,74.13
Countries,CHN,China,2020,BCG,Bacillus Calmette-Guérin (Tuberculosis),OFFICIAL,Official WHO/UNICEF estimate,19782657.0,16815846,85.0
Countries,CHN,China,2020,HEPB3,Hepatitis B 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,19759455.0,14952483,75.67
Countries,CHN,China,2020,POL3,Polio 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,19982368.0,16262760,81.39
Countries,CHN,China,2020,ROTA,Rotavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,19472203.0,15532143,79.77
Countries,CHN,China,2020,IPV1,Inactivated Polio 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,20550261.0,17079637,83.11
Countries,CHN,China,2020,HPV,Human Papillomavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,19381882.0,13426044,69.27
Countries,CHN,China,2021,MCV1,Measles 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,20111673.0,18479845,91.89
Countries,CHN,China,2021,MCV2,Measles 2nd Dose,ADMINISTRATIVE,Administrative reports from health facilities,19983465.0,13816169,69.14
Countries,CHN,China,2021,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,20045506.0,16991792,84.77
Countries,CHN,China,2021,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,20011469.0,14268840,71.3
Countries,CHN,China,2021,BCG,Bacillus Calmette-Guérin (Tuberculosis),ADMINISTRATIVE,Administrative reports from health facilities,20060623.0,17940049,89.43
Countries,CHN,China,2021,HEPB3,Hepatitis B 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,19878511.0,14906621,74.99
Countries,CHN,China,2021,POL3,Polio 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,20209351.0,16072904,79.53
Countries,CHN,China,2021,ROTA,Rotavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,,16884557,83.62
Countries,CHN,China,2021,IPV1,Inactivated Polio 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,20106075.0,16324102,81.19
Countries,CHN,China,2021,HPV,Human Papillomavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,19653617.0,14419790,73.37
Countries,CHN,China,2022,MCV1,Measles 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,20332816.0,19272005,94.78
Countries,CHN,China,2022,MCV2,Measles 2nd Dose,OFFICIAL,Official WHO/UNICEF estimate,20819758.0,17302979,83.11
Countries,CHN,China,2022,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,20290823.0,19312934,95.18
Countries,CHN,China,2022,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,20070755.0,15758295,78.51
Countries,CHN,China,2022,BCG,Bacillus Calmette-Guérin (Tuberculosis),OFFICIAL,Official WHO/UNICEF estimate,19926576.0,18526979,92.98
Countries,CHN,China,2022,HEPB3,Hepatitis B 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,20770320.0,18051936,86.91
Countries,CHN,China,2022,POL3,Polio 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,20547999.0,17673418,86.01
Countries,CHN,China,2022,ROTA,Rotavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,20740346.0,18643366,89.89
Countries,CHN,China,2022,IPV1,Inactivated Polio 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,20076726.0,17263964,85.99
Countries,CHN,China,2022,HPV,Human Papillomavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,20097742.0,15239137,75.83
Countries,CHN,China,2023,MCV1,Measles 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,20099912.0,18701291,93.0%
Countries,CHN,China,2023,MCV2,Measles 2nd Dose,ADMINISTRATIVE,Administrative reports from health facilities,20987677.0,16366230,77.98
Countries,CHN,China,2023,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,19889305.0,19442534,97.8%
Countries,CHN,China,2023,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,21080745.0,18741205,88.9
Countries,CHN,China,2023,BCG,Bacillus Calmette-Guérin (Tuberculosis),ADMINISTRATIVE,Administrative reports from health facilities,20628543.0,18461882,89.5
Countries,CHN,China,2023,HEPB3,Hepatitis B 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,20399709.0,17698797,86.76
Countries,CHN,China,2023,POL3,Polio 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,20919182.0,17436879,83.35
Countries,CHN,China,2023,ROTA,Rotavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,20741305.0,18946200,91.35
Countries,CHN,China,2023,IPV1,Inactivated Polio 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,20549588.0,19559322,95.18
Countries,CHN,China,2023,HPV,Human Papillomavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,20257280.0,15812525,78.06
Countries,CHN,China,2024,MCV1,Measles 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,21253648.0,19611594,92.27
Countries,CHN,China,2024,MCV2,Measles 2nd Dose,OFFICIAL,Official WHO/UNICEF estimate,20647384.0,17044844,82.55
Countries,CHN,China,2024,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,21060534.0,19590061,93.02
Countries,CHN,China,2024,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,20390062.0,15654571,76.78
Countries,CHN,China,2024,BCG,Bacillus Calmette-Guérin (Tuberculosis),OFFICIAL,Official WHO/UNICEF estimate,20913046.0,20540483,98.22
Countries,CHN,China,2024,HEPB3,Hepatitis B 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,20829070.0,17884019,85.9%
Countries,CHN,China,2024,POL3,Polio 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,20814478.0,17958003,86.3%
Countries,CHN,China,2024,ROTA,Rotavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,20618964.0,18352437,89.01
Countries,CHN,China,2024,IPV1,Inactivated Polio 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,20411500.0,17876059,87.58
Countries,CHN,China,2024,HPV,Human Papillomavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,21335121.0,17050197,79.92
Countries,KEN,Kenya,2010,MCV1,Measles 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,5819401.0,4364907,75.01
Countries,KEN,Kenya,2010,MCV2,Measles 2nd Dose,OFFICIAL,Official WHO/UNICEF estimate,5858009.0,3529342,60.25
Countries,KEN,Kenya,2010,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,5711153.0,4187535,73.32
Countries,KEN,Kenya,2010,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,5898795.0,3268765,55.41
Countries,KEN,Kenya,2010,BCG,Bacillus Calmette-Guérin (Tuberculosis),OFFICIAL,Official WHO/UNICEF estimate,5901413.0,4525287,76.68
Countries,KEN,Kenya,2010,HEPB3,Hepatitis B 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,5706330.0,3892452,68.21
Countries,KEN,Kenya,2010,POL3,Polio 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,5642536.0,3789820,67.17
Countries,KEN,Kenya,2010,ROTA,Rotavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,5832813.0,4010356,68.8%
Countries,KEN,Kenya,2010,IPV1,Inactivated Polio 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,5549977.0,3551897,64.0
Countries,KEN,Kenya,2010,HPV,Human Papillomavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,5792478.0,3237492,55.89
Countries,KEN,Kenya,2011,MCV1,Measles 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,5821440.0,4195253,72.07
Countries,KEN,Kenya,2011,MCV2,Measles 2nd Dose,ADMINISTRATIVE,Administrative reports from health facilities,5752181.0,3214868,55.89
Countries,KEN,Kenya,2011,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,6079187.0,4710012,77.48
Countries,KEN,Kenya,2011,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,5760577.0,3369192,58.49
Countries,KEN,Kenya,2011,BCG,Bacillus Calmette-Guérin (Tuberculosis),ADMINISTRATIVE,Administrative reports from health facilities,5820643.0,3961720,68.06
Countries,KEN,Kenya,2011,HEPB3,Hepatitis B 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,5881420.0,4261409,72.46
Countries,KEN,Kenya,2011,POL3,Polio 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,5987573.0,4187577,69.94
Countries,KEN,Kenya,2011,ROTA,Rotavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,5721185.0,3895226,68.08
Countries,KEN,Kenya,2011,IPV1,Inactivated Polio 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,5708679.0,3989088,69.88
Countries,KEN,Kenya,2011,HPV,Human Papillomavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,5886325.0,3245680,55.14
Countries,KEN,Kenya,2012,MCV1,Measles 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,5943069.0,4236133,71.3%
Countries,KEN,Kenya,2012,MCV2,Measles 2nd Dose,OFFICIAL,Official WHO/UNICEF estimate,5823159.0,3147925,54.1%
Countries,KEN,Kenya,2012,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,6231579.0,4656823,74.73
Countries,KEN,Kenya,2012,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,5726849.0,3640205,63.56
Countries,KEN,Kenya,2012,BCG,Bacillus Calmette-Guérin (Tuberculosis),OFFICIAL,Official WHO/UNICEF estimate,5839245.0,4181477,71.61
Countries,KEN,Kenya,2012,HEPB3,Hepatitis B 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,5942840.0,3951376,66.49
Countries,KEN,Kenya,2012,POL3,Polio 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,6028596.0,3896473,64.63
Countries,KEN,Kenya,2012,ROTA,Rotavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,6043339.0,4279943,70.82
Countries,KEN,Kenya,2012,IPV1,Inactivated Polio 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,5948853.0,3771022,63.39
Countries,KEN,Kenya,2012,HPV,Human Papillomavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,6006004.0,3737238,62.23
Countries,KEN,Kenya,2013,MCV1,Measles 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,6135782.0,4663661,76.01
Countries,KEN,Kenya,2013,MCV2,Measles 2nd Dose,ADMINISTRATIVE,Administrative reports from health facilities,5767497.0,3333127,57.79
Countries,KEN,Kenya,2013,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,5941113.0,4299217,72.36
Countries,KEN,Kenya,2013,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,5894516.0,4028394,68.34
Countries,KEN,Kenya,2013,BCG,Bacillus Calmette-Guérin (Tuberculosis),ADMINISTRATIVE,Administrative reports from health facilities,6233018.0,4832565,77.53
Countries,KEN,Kenya,2013,HEPB3,Hepatitis B 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,5966691.0,4433133,74.3
Countries,KEN,Kenya,2013,POL3,Polio 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,5996628.0,4217257,70.33
Countries,KEN,Kenya,2013,ROTA,Rotavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,6127287.0,3957765,64.59
Countries,KEN,Kenya,2013,IPV1,Inactivated Polio 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,5862290.0,4074032,69.5
Countries,KEN,Kenya,2013,HPV,Human Papillomavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,5950917.0,3456909,58.09
Countries,KEN,Kenya,2014,MCV1,Measles 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,5890732.0,4623222,78.48
Countries,KEN,Kenya,2014,MCV2,Measles 2nd Dose,OFFICIAL,Official WHO/UNICEF estimate,5890315.0,3080818,52.3
Countries,KEN,Kenya,2014,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,5913452.0,4432906,74.96
Countries,KEN,Kenya,2014,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,5969602.0,3555802,59.57
Countries,KEN,Kenya,2014,BCG,Bacillus Calmette-Guérin (Tuberculosis),OFFICIAL,Official WHO/UNICEF estimate,5947390.0,3983124,66.97
Countries,KEN,Kenya,2014,HEPB3,Hepatitis B 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,6138159.0,4140393,67.45
Countries,KEN,Kenya,2014,POL3,Polio 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,5936576.0,4462815,75.17
Countries,KEN,Kenya,2014,ROTA,Rotavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,6086108.0,4187476,68.8
Countries,KEN,Kenya,2014,IPV1,Inactivated Polio 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,5964047.0,4577766,76.76
Countries,KEN,Kenya,2014,HPV,Human Papillomavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,5984989.0,3428392,57.28
Countries,KEN,Kenya,2015,MCV1,Measles 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,6163250.0,4441153,72.06
Countries,KEN,Kenya,2015,MCV2,Measles 2nd Dose,ADMINISTRATIVE,Administrative reports from health facilities,6114404.0,3942907,64.49
Countries,KEN,Kenya,2015,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,6246038.0,4724942,75.65
Countries,KEN,Kenya,2015,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,6178025.0,3724420,60.28
Countries,KEN,Kenya,2015,BCG,Bacillus Calmette-Guérin (Tuberculosis),ADMINISTRATIVE,Administrative reports from health facilities,5951635.0,4417546,74.22
